公開/公告號,公開/公告日,申請號,申請日,專利名稱原文,專利名稱英文,IPC,摘要分段內容,專利範圍段落內容
TW202349950A,20231216,TW112121009,20230606,圖像編解碼方法及裝置,PICTURE CODING AND DECODING METHODS AND APPARATUSES,H04N 19/146(2014.01),本申請提供一種圖像編解碼方法及裝置，涉及視頻編解碼領域，可以用於避免碼串流溢出。具體方法包括：基於待解碼區塊的碼串流，確定待解碼區塊對應的圖像區塊是否採用回退模式，其中，圖像區塊待解碼區塊的碼長小於或等於待解碼區塊的最大碼長，最大碼長為碼串流緩衝器中允許緩存的最大碼串流長度。在待解碼區塊對應的圖像區塊採用回退模式時，獲取第一固定碼長，第一固定碼長為一個待解碼子區塊的碼長，待解碼區塊中包括一個或多個待解碼子區塊；基於第一固定碼長對碼串流進行解析，以解碼所述待解碼區塊。,1.一種圖像解碼方法，其中所述方法應用於解碼端，所述方法包括：基於待解碼區塊的碼串流，確定所述待解碼區塊對應的圖像區塊是否採用回退模式，其中，所述待解碼區塊的碼長小於或等於所述待解碼區塊的最大碼長，所述最大碼長為碼串流緩衝器中允許緩存的最大碼串流長度；在所述待解碼區塊對應的圖像區塊採用所述回退模式時，獲取第一固定碼長，所述第一固定碼長為一個待解碼子區塊的碼長，所述待解碼區塊中包括一個或多個所述待解碼子區塊；基於所述第一固定碼長對所述碼串流進行解析，以解碼所述待解碼區塊。
